1.000000000000000021e-03,1.000000000000000000e+02,1.989343762397766113e-01,2.227560989558696747e-02,1.570271141827106476e-02
5.000000000000000104e-03,1.000000000000000000e+02,6.951206922531127930e-01,6.862339377403259277e-02,3.893708810210227966e-02
1.000000000000000021e-02,1.000000000000000000e+02,9.510487318038940430e-01,8.968542516231536865e-02,3.714346885681152344e-02
5.000000000000000278e-02,1.000000000000000000e+02,1.096431732177734375e+00,1.250054985284805298e-01,5.845011677592992783e-03
1.000000000000000056e-01,1.000000000000000000e+02,1.096460700035095215e+00,1.291536986827850342e-01,1.696824445389211178e-03
5.000000000000000000e-01,1.000000000000000000e+02,1.096460938453674316e+00,1.294390857219696045e-01,1.411463133990764618e-03
1.000000000000000000e+00,1.000000000000000000e+02,1.172503544306443550e+31,-1.742880514042970390e+37,-1.742880894338150459e+37
5.000000000000000000e+00,1.000000000000000000e+02,nan,nan,nan
1.000000000000000000e+01,1.000000000000000000e+02,nan,nan,nan
2.999999999999999889e-01,1.000000000000000000e+02,1.096460819244384766e+00,1.294390559196472168e-01,1.411459175869822502e-03
