svm_linear,0.5900000000000001,0.59
svm_polynomial,0.7266666666666667,0.7
svm_rbf,0.9499999999999998,0.96
logistic,0.5900000000000001,0.59
knn,0.9166666666666666,0.935
decision_tree,0.9733333333333334,0.975
random_forest,0.96,0.96
